ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
TCK-0226,High,Investigating,Hardware,VPN failure,VPN failure reported by user 834,2025-06-14,,Alice,2025-06-14 03:45:11
TCK-0227,High,Resolved,Network,Printer error,Printer error reported by user 774,2025-08-26,2025-08-31,Eve,2025-08-26 03:45:11
TCK-0228,Low,Closed,Software,Printer error,Printer error reported by user 515,2025-06-25,2025-07-02,Frank,2025-06-25 03:45:11
TCK-0229,Low,Resolved,Access,Login issue,Login issue reported by user 328,2025-11-01,2025-11-07,Eve,2025-11-01 03:45:11
TCK-0230,Low,Resolved,Security,Slow performance,Slow performance reported by user 350,2025-06-20,2025-06-24,Alice,2025-06-20 03:45:11
TCK-0231,High,Open,Network,System outage,System outage reported by user 601,2025-07-07,,David,2025-07-07 03:45:11
TCK-0232,Critical,Investigating,Access,Printer error,Printer error reported by user 723,2025-09-02,,David,2025-09-02 03:45:11
TCK-0233,Low,Open,Security,Slow performance,Slow performance reported by user 892,2025-08-12,,Alice,2025-08-12 03:45:11
TCK-0234,Medium,Open,Other,Printer error,Printer error reported by user 461,2025-07-02,,David,2025-07-02 03:45:11
TCK-0235,Critical,Open,Access,Printer error,Printer error reported by user 420,2025-11-08,,Eve,2025-11-08 03:45:11
TCK-0236,High,Open,Network,Login issue,Login issue reported by user 239,2025-08-24,,Eve,2025-08-24 03:45:11
TCK-0237,Low,Closed,Security,Slow performance,Slow performance reported by user 687,2025-07-25,2025-07-28,Frank,2025-07-25 03:45:11
TCK-0238,Low,Open,Access,System outage,System outage reported by user 388,2025-10-18,,Bob,2025-10-18 03:45:11
TCK-0239,Low,Investigating,Network,Printer error,Printer error reported by user 515,2025-11-18,,Eve,2025-11-18 03:45:11
TCK-0240,Critical,Open,Network,Slow performance,Slow performance reported by user 740,2025-07-10,,Frank,2025-07-10 03:45:11
TCK-0241,High,Closed,Hardware,Printer error,Printer error reported by user 809,2025-07-12,2025-07-15,Charlie,2025-07-12 03:45:11
TCK-0242,High,Open,Hardware,Login issue,Login issue reported by user 332,2025-11-09,,Frank,2025-11-09 03:45:11
TCK-0243,High,Resolved,Hardware,Email not working,Email not working reported by user 462,2025-11-23,2025-11-30,Charlie,2025-11-23 03:45:11
TCK-0244,Critical,Open,Network,Email not working,Email not working reported by user 148,2025-06-27,,David,2025-06-27 03:45:11
TCK-0245,Critical,Investigating,Network,Email not working,Email not working reported by user 448,2025-08-03,,Eve,2025-08-03 03:45:11
TCK-0246,Critical,Open,Network,Slow performance,Slow performance reported by user 965,2025-07-26,,Bob,2025-07-26 03:45:11
TCK-0247,High,Investigating,Software,Login issue,Login issue reported by user 403,2025-08-13,,Frank,2025-08-13 03:45:11
TCK-0248,High,Investigating,Security,System outage,System outage reported by user 190,2025-06-24,,Frank,2025-06-24 03:45:11
TCK-0249,Low,Resolved,Software,Email not working,Email not working reported by user 284,2025-10-07,2025-10-12,Charlie,2025-10-07 03:45:11
TCK-0250,Critical,Open,Other,Printer error,Printer error reported by user 757,2025-10-19,,David,2025-10-19 03:45:11
TCK-0251,Medium,Open,Network,Slow performance,Slow performance reported by user 603,2025-08-31,,Frank,2025-08-31 03:45:11
TCK-0252,Medium,Closed,Access,System outage,System outage reported by user 233,2025-09-13,2025-09-19,Charlie,2025-09-13 03:45:11
TCK-0253,Low,Investigating,Security,Printer error,Printer error reported by user 476,2025-07-20,,Alice,2025-07-20 03:45:11
TCK-0254,High,Resolved,Access,Login issue,Login issue reported by user 823,2025-10-05,2025-10-11,Frank,2025-10-05 03:45:11
TCK-0255,Low,Investigating,Network,Slow performance,Slow performance reported by user 151,2025-07-26,,Eve,2025-07-26 03:45:11
TCK-0256,Low,Closed,Security,Printer error,Printer error reported by user 818,2025-07-13,2025-07-22,David,2025-07-13 03:45:11
TCK-0257,High,Investigating,Hardware,System outage,System outage reported by user 668,2025-06-20,,Frank,2025-06-20 03:45:11
TCK-0258,Critical,Closed,Software,Email not working,Email not working reported by user 883,2025-11-05,2025-11-11,David,2025-11-05 03:45:11
TCK-0259,Critical,Investigating,Software,VPN failure,VPN failure reported by user 310,2025-09-13,,Bob,2025-09-13 03:45:11
TCK-0260,High,Open,Hardware,Email not working,Email not working reported by user 559,2025-07-31,,Charlie,2025-07-31 03:45:11
TCK-0261,Medium,Investigating,Network,Printer error,Printer error reported by user 576,2025-10-13,,Eve,2025-10-13 03:45:11
TCK-0262,High,Resolved,Other,Login issue,Login issue reported by user 150,2025-10-06,2025-10-14,Eve,2025-10-06 03:45:11
TCK-0263,Critical,Open,Network,Printer error,Printer error reported by user 785,2025-09-17,,Alice,2025-09-17 03:45:11
TCK-0264,Low,Resolved,Other,VPN failure,VPN failure reported by user 207,2025-09-23,2025-09-29,Eve,2025-09-23 03:45:11
TCK-0265,Medium,Resolved,Access,Printer error,Printer error reported by user 618,2025-09-29,2025-10-02,Bob,2025-09-29 03:45:11
TCK-0266,High,Closed,Access,Printer error,Printer error reported by user 373,2025-08-26,2025-09-04,Eve,2025-08-26 03:45:11
TCK-0267,Critical,Resolved,Software,System outage,System outage reported by user 497,2025-07-04,2025-07-12,Eve,2025-07-04 03:45:11
TCK-0268,Critical,Closed,Software,System outage,System outage reported by user 360,2025-10-04,2025-10-14,David,2025-10-04 03:45:11
TCK-0269,High,Investigating,Security,Login issue,Login issue reported by user 606,2025-06-18,,David,2025-06-18 03:45:11
TCK-0270,High,Closed,Other,VPN failure,VPN failure reported by user 643,2025-07-01,2025-07-04,Bob,2025-07-01 03:45:11
TCK-0271,Critical,Closed,Network,System outage,System outage reported by user 780,2025-10-20,2025-10-26,Bob,2025-10-20 03:45:11
TCK-0272,Critical,Closed,Access,Slow performance,Slow performance reported by user 801,2025-12-02,2025-12-03,Alice,2025-12-02 03:45:11
TCK-0273,Medium,Investigating,Security,Slow performance,Slow performance reported by user 931,2025-10-05,,Eve,2025-10-05 03:45:11
TCK-0274,High,Closed,Hardware,Email not working,Email not working reported by user 583,2025-09-13,2025-09-23,David,2025-09-13 03:45:11
TCK-0275,High,Investigating,Security,Email not working,Email not working reported by user 649,2025-09-28,,David,2025-09-28 03:45:11
TCK-0276,Medium,Closed,Hardware,VPN failure,VPN failure reported by user 272,2025-11-17,2025-11-19,Eve,2025-11-17 03:45:11
TCK-0277,Medium,Resolved,Software,Printer error,Printer error reported by user 855,2025-11-02,2025-11-04,Alice,2025-11-02 03:45:11
TCK-0278,Medium,Open,Security,Printer error,Printer error reported by user 732,2025-07-30,,Eve,2025-07-30 03:45:11
TCK-0279,Low,Resolved,Hardware,Slow performance,Slow performance reported by user 412,2025-07-10,2025-07-17,Eve,2025-07-10 03:45:11
TCK-0280,Low,Closed,Other,VPN failure,VPN failure reported by user 306,2025-09-08,2025-09-17,Frank,2025-09-08 03:45:11
TCK-0281,Low,Closed,Other,Slow performance,Slow performance reported by user 544,2025-11-29,2025-12-05,David,2025-11-29 03:45:11
TCK-0282,Critical,Open,Hardware,Printer error,Printer error reported by user 756,2025-07-25,,Charlie,2025-07-25 03:45:11
TCK-0283,Critical,Closed,Hardware,VPN failure,VPN failure reported by user 183,2025-08-08,2025-08-18,Frank,2025-08-08 03:45:11
TCK-0284,Medium,Open,Software,Printer error,Printer error reported by user 393,2025-11-01,,David,2025-11-01 03:45:11
TCK-0285,High,Closed,Security,Email not working,Email not working reported by user 919,2025-10-04,2025-10-05,Frank,2025-10-04 03:45:11
TCK-0286,Medium,Closed,Access,Slow performance,Slow performance reported by user 888,2025-10-29,2025-11-01,Bob,2025-10-29 03:45:11
TCK-0287,High,Resolved,Software,System outage,System outage reported by user 474,2025-12-03,2025-12-09,Eve,2025-12-03 03:45:11
TCK-0288,Low,Resolved,Access,Slow performance,Slow performance reported by user 661,2025-12-01,2025-12-08,David,2025-12-01 03:45:11
TCK-0289,Medium,Open,Software,System outage,System outage reported by user 664,2025-11-06,,David,2025-11-06 03:45:11
TCK-0290,Critical,Resolved,Hardware,Email not working,Email not working reported by user 295,2025-09-14,2025-09-22,Frank,2025-09-14 03:45:11
TCK-0291,High,Closed,Other,Printer error,Printer error reported by user 916,2025-10-12,2025-10-16,Bob,2025-10-12 03:45:11
TCK-0292,High,Open,Network,VPN failure,VPN failure reported by user 494,2025-07-23,,Eve,2025-07-23 03:45:11
TCK-0293,High,Closed,Network,Printer error,Printer error reported by user 931,2025-11-06,2025-11-09,Charlie,2025-11-06 03:45:11
TCK-0294,Low,Investigating,Software,Slow performance,Slow performance reported by user 266,2025-10-25,,Bob,2025-10-25 03:45:11
TCK-0295,High,Open,Hardware,Slow performance,Slow performance reported by user 505,2025-10-16,,Frank,2025-10-16 03:45:11
TCK-0296,High,Investigating,Network,VPN failure,VPN failure reported by user 234,2025-08-03,,David,2025-08-03 03:45:11
TCK-0297,Low,Open,Software,Slow performance,Slow performance reported by user 641,2025-09-03,,Charlie,2025-09-03 03:45:11
TCK-0298,High,Resolved,Network,VPN failure,VPN failure reported by user 643,2025-07-08,2025-07-11,Charlie,2025-07-08 03:45:11
TCK-0299,Critical,Open,Other,Printer error,Printer error reported by user 286,2025-11-19,,Charlie,2025-11-19 03:45:11
TCK-0300,Low,Investigating,Access,Email not working,Email not working reported by user 143,2025-06-30,,Eve,2025-06-30 03:45:11
TCK-0301,Low,Investigating,Access,Email not working,Email not working reported by user 625,2025-08-26,,Frank,2025-08-26 03:45:11
TCK-0302,Low,Resolved,Access,Slow performance,Slow performance reported by user 297,2025-08-31,2025-09-01,David,2025-08-31 03:45:11
TCK-0303,Critical,Investigating,Other,Slow performance,Slow performance reported by user 421,2025-06-20,,Bob,2025-06-20 03:45:11
TCK-0304,High,Resolved,Network,Slow performance,Slow performance reported by user 135,2025-08-18,2025-08-22,Bob,2025-08-18 03:45:11
TCK-0305,Low,Resolved,Security,Slow performance,Slow performance reported by user 478,2025-08-08,2025-08-17,Eve,2025-08-08 03:45:11
TCK-0306,Low,Investigating,Other,Slow performance,Slow performance reported by user 559,2025-09-11,,Alice,2025-09-11 03:45:11
TCK-0307,High,Resolved,Other,Email not working,Email not working reported by user 927,2025-09-07,2025-09-08,Frank,2025-09-07 03:45:11
TCK-0308,Low,Investigating,Hardware,Login issue,Login issue reported by user 182,2025-10-29,,Eve,2025-10-29 03:45:11
TCK-0309,Medium,Open,Software,Login issue,Login issue reported by user 631,2025-10-28,,Charlie,2025-10-28 03:45:11
TCK-0310,Medium,Resolved,Hardware,System outage,System outage reported by user 678,2025-09-25,2025-10-03,Frank,2025-09-25 03:45:11
TCK-0311,Low,Closed,Access,System outage,System outage reported by user 681,2025-10-26,2025-10-29,Frank,2025-10-26 03:45:11
TCK-0312,Critical,Closed,Network,VPN failure,VPN failure reported by user 753,2025-10-27,2025-11-06,Frank,2025-10-27 03:45:11
TCK-0313,High,Open,Network,Printer error,Printer error reported by user 344,2025-09-21,,Bob,2025-09-21 03:45:11
TCK-0314,Critical,Resolved,Hardware,System outage,System outage reported by user 584,2025-11-30,2025-12-10,David,2025-11-30 03:45:11
TCK-0315,Medium,Open,Access,Email not working,Email not working reported by user 376,2025-11-21,,Frank,2025-11-21 03:45:11
TCK-0316,Low,Resolved,Access,Printer error,Printer error reported by user 560,2025-09-01,2025-09-05,Frank,2025-09-01 03:45:11
TCK-0317,Medium,Investigating,Hardware,Email not working,Email not working reported by user 784,2025-06-30,,Bob,2025-06-30 03:45:11
TCK-0318,Medium,Resolved,Security,Email not working,Email not working reported by user 238,2025-06-09,2025-06-14,Charlie,2025-06-09 03:45:11
TCK-0319,Low,Open,Other,Printer error,Printer error reported by user 827,2025-08-01,,Alice,2025-08-01 03:45:11
TCK-0320,Low,Resolved,Hardware,Slow performance,Slow performance reported by user 442,2025-09-23,2025-09-25,Bob,2025-09-23 03:45:11
TCK-0321,High,Resolved,Access,VPN failure,VPN failure reported by user 623,2025-09-24,2025-10-02,Frank,2025-09-24 03:45:11
TCK-0322,Critical,Investigating,Other,Slow performance,Slow performance reported by user 788,2025-09-03,,Frank,2025-09-03 03:45:11
TCK-0323,High,Closed,Other,Printer error,Printer error reported by user 114,2025-08-16,2025-08-21,David,2025-08-16 03:45:11
TCK-0324,Critical,Investigating,Access,Printer error,Printer error reported by user 787,2025-07-19,,Frank,2025-07-19 03:45:11
TCK-0325,Low,Investigating,Access,Login issue,Login issue reported by user 308,2025-09-24,,Bob,2025-09-24 03:45:11
TCK-0326,Medium,Open,Hardware,Email not working,Email not working reported by user 149,2025-10-06,,Alice,2025-10-06 03:45:11
TCK-0327,Critical,Investigating,Hardware,Printer error,Printer error reported by user 622,2025-07-03,,Alice,2025-07-03 03:45:11
TCK-0328,Low,Resolved,Other,System outage,System outage reported by user 170,2025-10-07,2025-10-16,Charlie,2025-10-07 03:45:11
TCK-0329,Low,Closed,Other,Login issue,Login issue reported by user 577,2025-10-03,2025-10-10,Eve,2025-10-03 03:45:11
TCK-0330,Critical,Resolved,Software,Login issue,Login issue reported by user 715,2025-10-31,2025-11-08,Frank,2025-10-31 03:45:11
TCK-0331,Medium,Investigating,Access,Email not working,Email not working reported by user 700,2025-09-02,,Bob,2025-09-02 03:45:11
TCK-0332,Low,Investigating,Other,Printer error,Printer error reported by user 115,2025-12-02,,David,2025-12-02 03:45:11
TCK-0333,Low,Investigating,Software,Email not working,Email not working reported by user 946,2025-08-14,,David,2025-08-14 03:45:11
TCK-0334,Critical,Resolved,Other,Printer error,Printer error reported by user 566,2025-10-29,2025-11-05,Frank,2025-10-29 03:45:11
TCK-0335,Medium,Open,Access,Login issue,Login issue reported by user 252,2025-11-30,,David,2025-11-30 03:45:11
TCK-0336,Critical,Closed,Hardware,Slow performance,Slow performance reported by user 678,2025-06-24,2025-06-28,Charlie,2025-06-24 03:45:11
TCK-0337,Low,Resolved,Other,Login issue,Login issue reported by user 782,2025-10-09,2025-10-15,Alice,2025-10-09 03:45:11
TCK-0338,High,Closed,Access,System outage,System outage reported by user 548,2025-07-04,2025-07-06,Bob,2025-07-04 03:45:11
TCK-0339,Medium,Investigating,Hardware,Email not working,Email not working reported by user 581,2025-07-12,,Bob,2025-07-12 03:45:11
TCK-0340,Medium,Investigating,Network,Email not working,Email not working reported by user 440,2025-10-24,,Frank,2025-10-24 03:45:11
TCK-0341,Critical,Investigating,Access,System outage,System outage reported by user 328,2025-07-08,,Frank,2025-07-08 03:45:11
TCK-0342,Low,Open,Other,VPN failure,VPN failure reported by user 288,2025-08-21,,David,2025-08-21 03:45:11
TCK-0343,Medium,Investigating,Security,System outage,System outage reported by user 604,2025-10-28,,Charlie,2025-10-28 03:45:11
TCK-0344,Critical,Open,Other,System outage,System outage reported by user 919,2025-11-14,,David,2025-11-14 03:45:11
TCK-0345,Low,Closed,Hardware,Login issue,Login issue reported by user 506,2025-08-21,2025-08-24,David,2025-08-21 03:45:11
TCK-0346,Critical,Investigating,Access,Email not working,Email not working reported by user 296,2025-06-22,,Bob,2025-06-22 03:45:11
TCK-0347,Critical,Closed,Access,VPN failure,VPN failure reported by user 322,2025-07-27,2025-07-31,Frank,2025-07-27 03:45:11
TCK-0348,Critical,Open,Access,Slow performance,Slow performance reported by user 414,2025-06-20,,Alice,2025-06-20 03:45:11
TCK-0349,Medium,Closed,Security,VPN failure,VPN failure reported by user 654,2025-10-04,2025-10-10,Frank,2025-10-04 03:45:11
TCK-0350,Medium,Closed,Software,VPN failure,VPN failure reported by user 454,2025-07-01,2025-07-02,Eve,2025-07-01 03:45:11
TCK-0351,Low,Open,Hardware,Login issue,Login issue reported by user 109,2025-10-12,,Charlie,2025-10-12 03:45:11
TCK-0352,Critical,Resolved,Network,Slow performance,Slow performance reported by user 505,2025-12-01,2025-12-04,Frank,2025-12-01 03:45:11
TCK-0353,Medium,Investigating,Network,Email not working,Email not working reported by user 183,2025-06-30,,Bob,2025-06-30 03:45:11
TCK-0354,Critical,Open,Access,Email not working,Email not working reported by user 261,2025-09-07,,David,2025-09-07 03:45:11
TCK-0355,Critical,Resolved,Software,VPN failure,VPN failure reported by user 898,2025-11-08,2025-11-17,Alice,2025-11-08 03:45:11
TCK-0356,Low,Closed,Hardware,Email not working,Email not working reported by user 740,2025-10-03,2025-10-12,Alice,2025-10-03 03:45:11
TCK-0357,Critical,Open,Hardware,Printer error,Printer error reported by user 664,2025-07-26,,Frank,2025-07-26 03:45:11
TCK-0358,High,Closed,Access,Login issue,Login issue reported by user 131,2025-09-22,2025-09-28,Alice,2025-09-22 03:45:11
TCK-0359,Medium,Investigating,Security,System outage,System outage reported by user 795,2025-07-04,,Charlie,2025-07-04 03:45:11
TCK-0360,Critical,Open,Software,Printer error,Printer error reported by user 369,2025-08-09,,Alice,2025-08-09 03:45:11
TCK-0361,Medium,Closed,Other,Slow performance,Slow performance reported by user 820,2025-10-11,2025-10-21,Bob,2025-10-11 03:45:11
TCK-0362,Low,Investigating,Security,System outage,System outage reported by user 187,2025-09-12,,Bob,2025-09-12 03:45:11
TCK-0363,High,Closed,Network,Email not working,Email not working reported by user 556,2025-10-21,2025-10-31,Charlie,2025-10-21 03:45:11
TCK-0364,Medium,Closed,Security,VPN failure,VPN failure reported by user 560,2025-08-19,2025-08-23,David,2025-08-19 03:45:11
TCK-0365,Critical,Resolved,Network,System outage,System outage reported by user 812,2025-06-30,2025-07-10,Frank,2025-06-30 03:45:11
TCK-0366,Low,Investigating,Software,Login issue,Login issue reported by user 596,2025-07-26,,Eve,2025-07-26 03:45:11
TCK-0367,Low,Open,Hardware,System outage,System outage reported by user 977,2025-11-02,,Bob,2025-11-02 03:45:11
TCK-0368,Low,Closed,Hardware,Slow performance,Slow performance reported by user 614,2025-09-15,2025-09-16,Charlie,2025-09-15 03:45:11
TCK-0369,Critical,Open,Other,System outage,System outage reported by user 199,2025-07-23,,David,2025-07-23 03:45:11
TCK-0370,High,Open,Security,Login issue,Login issue reported by user 658,2025-07-04,,Charlie,2025-07-04 03:45:11
TCK-0371,Low,Closed,Hardware,Login issue,Login issue reported by user 713,2025-09-01,2025-09-10,Eve,2025-09-01 03:45:11
TCK-0372,Medium,Open,Access,Printer error,Printer error reported by user 359,2025-06-09,,Frank,2025-06-09 03:45:11
TCK-0373,Medium,Resolved,Software,Email not working,Email not working reported by user 595,2025-11-19,2025-11-25,Eve,2025-11-19 03:45:11
TCK-0374,Low,Investigating,Other,Email not working,Email not working reported by user 683,2025-07-28,,Eve,2025-07-28 03:45:11
TCK-0375,Medium,Open,Other,VPN failure,VPN failure reported by user 954,2025-11-24,,Alice,2025-11-24 03:45:11
TCK-0376,Medium,Investigating,Other,Printer error,Printer error reported by user 404,2025-11-10,,Frank,2025-11-10 03:45:11
TCK-0377,Medium,Investigating,Hardware,System outage,System outage reported by user 686,2025-08-15,,Charlie,2025-08-15 03:45:11
TCK-0378,Critical,Investigating,Other,Email not working,Email not working reported by user 496,2025-06-16,,Bob,2025-06-16 03:45:11
TCK-0379,Critical,Investigating,Access,Slow performance,Slow performance reported by user 221,2025-06-17,,Frank,2025-06-17 03:45:11
TCK-0380,Low,Open,Access,System outage,System outage reported by user 351,2025-08-19,,Charlie,2025-08-19 03:45:11
TCK-0381,High,Open,Hardware,Printer error,Printer error reported by user 778,2025-10-30,,Alice,2025-10-30 03:45:11
TCK-0382,High,Investigating,Other,Login issue,Login issue reported by user 461,2025-07-24,,Eve,2025-07-24 03:45:11
TCK-0383,High,Open,Access,VPN failure,VPN failure reported by user 656,2025-07-19,,Eve,2025-07-19 03:45:11
TCK-0384,Medium,Open,Other,VPN failure,VPN failure reported by user 512,2025-06-17,,Bob,2025-06-17 03:45:11
TCK-0385,Critical,Open,Access,Printer error,Printer error reported by user 494,2025-06-10,,David,2025-06-10 03:45:11
TCK-0386,Critical,Open,Security,Printer error,Printer error reported by user 306,2025-11-15,,Bob,2025-11-15 03:45:11
TCK-0387,Low,Resolved,Security,Email not working,Email not working reported by user 932,2025-07-22,2025-07-29,David,2025-07-22 03:45:11
TCK-0388,Medium,Resolved,Other,Slow performance,Slow performance reported by user 404,2025-08-03,2025-08-12,Charlie,2025-08-03 03:45:11
TCK-0389,High,Investigating,Access,VPN failure,VPN failure reported by user 602,2025-10-15,,Alice,2025-10-15 03:45:11
TCK-0390,Low,Resolved,Security,Printer error,Printer error reported by user 466,2025-08-23,2025-09-02,Bob,2025-08-23 03:45:11
TCK-0391,High,Closed,Network,Slow performance,Slow performance reported by user 390,2025-07-04,2025-07-07,Frank,2025-07-04 03:45:11
TCK-0392,Medium,Closed,Other,Printer error,Printer error reported by user 368,2025-08-25,2025-09-03,David,2025-08-25 03:45:11
TCK-0393,Low,Open,Security,System outage,System outage reported by user 188,2025-10-18,,Bob,2025-10-18 03:45:11
TCK-0394,High,Closed,Hardware,Slow performance,Slow performance reported by user 267,2025-08-03,2025-08-09,Eve,2025-08-03 03:45:11
TCK-0395,High,Resolved,Access,VPN failure,VPN failure reported by user 902,2025-11-17,2025-11-24,Alice,2025-11-17 03:45:11
TCK-0396,Critical,Investigating,Security,Login issue,Login issue reported by user 391,2025-08-26,,Charlie,2025-08-26 03:45:11
TCK-0397,High,Resolved,Network,VPN failure,VPN failure reported by user 521,2025-09-06,2025-09-15,Eve,2025-09-06 03:45:11
TCK-0398,High,Resolved,Other,Email not working,Email not working reported by user 685,2025-06-13,2025-06-19,David,2025-06-13 03:45:11
TCK-0399,Medium,Open,Network,VPN failure,VPN failure reported by user 226,2025-08-30,,Charlie,2025-08-30 03:45:11
TCK-0400,Medium,Resolved,Hardware,VPN failure,VPN failure reported by user 931,2025-09-21,2025-09-26,Alice,2025-09-21 03:45:11
TCK-0401,Critical,Resolved,Hardware,VPN failure,VPN failure reported by user 311,2025-11-16,2025-11-25,Bob,2025-11-16 03:45:11
TCK-0402,Critical,Open,Hardware,Email not working,Email not working reported by user 497,2025-08-21,,Frank,2025-08-21 03:45:11
TCK-0403,Critical,Resolved,Hardware,Email not working,Email not working reported by user 954,2025-08-25,2025-08-30,Charlie,2025-08-25 03:45:11
TCK-0404,High,Resolved,Hardware,Printer error,Printer error reported by user 284,2025-07-07,2025-07-14,Bob,2025-07-07 03:45:11
TCK-0405,Medium,Open,Other,System outage,System outage reported by user 859,2025-09-02,,David,2025-09-02 03:45:11
TCK-0406,Low,Investigating,Network,Login issue,Login issue reported by user 467,2025-08-03,,Eve,2025-08-03 03:45:11
TCK-0407,Critical,Closed,Software,Login issue,Login issue reported by user 827,2025-07-06,2025-07-13,Eve,2025-07-06 03:45:11
TCK-0408,Critical,Open,Software,Email not working,Email not working reported by user 160,2025-08-23,,Frank,2025-08-23 03:45:11
TCK-0409,Medium,Investigating,Security,Email not working,Email not working reported by user 566,2025-08-15,,Charlie,2025-08-15 03:45:11
TCK-0410,Low,Closed,Security,VPN failure,VPN failure reported by user 758,2025-07-20,2025-07-29,Bob,2025-07-20 03:45:11
TCK-0411,Critical,Resolved,Access,Email not working,Email not working reported by user 303,2025-11-10,2025-11-20,David,2025-11-10 03:45:11
TCK-0412,High,Investigating,Access,Email not working,Email not working reported by user 936,2025-09-29,,Alice,2025-09-29 03:45:11
TCK-0413,Low,Open,Network,System outage,System outage reported by user 266,2025-06-13,,Frank,2025-06-13 03:45:11
TCK-0414,High,Investigating,Software,Slow performance,Slow performance reported by user 459,2025-10-25,,Charlie,2025-10-25 03:45:11
TCK-0415,Low,Resolved,Hardware,VPN failure,VPN failure reported by user 601,2025-11-14,2025-11-19,David,2025-11-14 03:45:11
TCK-0416,Low,Closed,Network,Printer error,Printer error reported by user 273,2025-10-05,2025-10-08,David,2025-10-05 03:45:11
TCK-0417,High,Closed,Software,Slow performance,Slow performance reported by user 241,2025-07-15,2025-07-23,Charlie,2025-07-15 03:45:11
TCK-0418,Critical,Resolved,Security,Email not working,Email not working reported by user 848,2025-07-28,2025-08-07,Alice,2025-07-28 03:45:11
TCK-0419,High,Open,Other,Login issue,Login issue reported by user 191,2025-06-18,,Alice,2025-06-18 03:45:11
TCK-0420,High,Open,Network,System outage,System outage reported by user 412,2025-11-21,,Bob,2025-11-21 03:45:11
TCK-0421,High,Open,Security,VPN failure,VPN failure reported by user 731,2025-08-17,,David,2025-08-17 03:45:11
TCK-0422,High,Resolved,Access,Slow performance,Slow performance reported by user 450,2025-09-13,2025-09-22,Frank,2025-09-13 03:45:11
TCK-0423,Medium,Resolved,Access,Slow performance,Slow performance reported by user 727,2025-09-23,2025-10-01,Bob,2025-09-23 03:45:11
TCK-0424,Critical,Closed,Access,Slow performance,Slow performance reported by user 749,2025-06-26,2025-07-06,Alice,2025-06-26 03:45:11
TCK-0425,Critical,Investigating,Access,Slow performance,Slow performance reported by user 670,2025-09-12,,Alice,2025-09-12 03:45:11
TCK-0426,Critical,Resolved,Security,Slow performance,Slow performance reported by user 325,2025-08-10,2025-08-11,Charlie,2025-08-10 03:45:11
TCK-0427,Low,Resolved,Other,VPN failure,VPN failure reported by user 649,2025-08-13,2025-08-16,Charlie,2025-08-13 03:45:11
TCK-0428,Low,Closed,Security,Email not working,Email not working reported by user 327,2025-08-24,2025-08-30,Frank,2025-08-24 03:45:11
TCK-0429,High,Resolved,Software,System outage,System outage reported by user 274,2025-09-08,2025-09-14,Bob,2025-09-08 03:45:11
TCK-0430,Low,Investigating,Access,Email not working,Email not working reported by user 591,2025-09-19,,Alice,2025-09-19 03:45:11
TCK-0431,Medium,Closed,Software,Printer error,Printer error reported by user 936,2025-11-08,2025-11-10,Bob,2025-11-08 03:45:11
TCK-0432,High,Resolved,Hardware,Slow performance,Slow performance reported by user 792,2025-08-02,2025-08-09,David,2025-08-02 03:45:11
TCK-0433,Critical,Closed,Access,Email not working,Email not working reported by user 707,2025-10-05,2025-10-10,David,2025-10-05 03:45:11
TCK-0434,High,Open,Software,VPN failure,VPN failure reported by user 285,2025-06-18,,Eve,2025-06-18 03:45:11
TCK-0435,High,Resolved,Security,System outage,System outage reported by user 313,2025-07-01,2025-07-07,Frank,2025-07-01 03:45:11
TCK-0436,Low,Open,Access,Slow performance,Slow performance reported by user 676,2025-06-11,,Frank,2025-06-11 03:45:11
TCK-0437,Critical,Open,Access,System outage,System outage reported by user 946,2025-06-25,,Frank,2025-06-25 03:45:11
TCK-0438,Medium,Closed,Access,Login issue,Login issue reported by user 820,2025-06-13,2025-06-22,Frank,2025-06-13 03:45:11
TCK-0439,Medium,Investigating,Other,Slow performance,Slow performance reported by user 742,2025-09-03,,David,2025-09-03 03:45:11
TCK-0440,High,Resolved,Software,Slow performance,Slow performance reported by user 739,2025-08-28,2025-08-31,David,2025-08-28 03:45:11
TCK-0441,Low,Resolved,Software,Email not working,Email not working reported by user 888,2025-11-23,2025-11-24,David,2025-11-23 03:45:11
TCK-0442,Low,Resolved,Access,Printer error,Printer error reported by user 245,2025-08-31,2025-09-10,Charlie,2025-08-31 03:45:11
TCK-0443,High,Resolved,Other,VPN failure,VPN failure reported by user 104,2025-09-22,2025-09-27,Bob,2025-09-22 03:45:11
TCK-0444,Medium,Closed,Other,VPN failure,VPN failure reported by user 682,2025-11-14,2025-11-21,Charlie,2025-11-14 03:45:11
TCK-0445,Low,Open,Other,VPN failure,VPN failure reported by user 954,2025-06-25,,Alice,2025-06-25 03:45:11
TCK-0446,Medium,Closed,Security,Printer error,Printer error reported by user 475,2025-09-30,2025-10-08,Bob,2025-09-30 03:45:11
TCK-0447,High,Investigating,Software,Printer error,Printer error reported by user 663,2025-06-22,,Eve,2025-06-22 03:45:11
TCK-0448,Medium,Investigating,Software,Email not working,Email not working reported by user 564,2025-11-16,,Eve,2025-11-16 03:45:11
TCK-0449,Critical,Open,Network,Email not working,Email not working reported by user 204,2025-09-16,,Bob,2025-09-16 03:45:11
TCK-0450,Critical,Closed,Access,Login issue,Login issue reported by user 640,2025-08-11,2025-08-14,Charlie,2025-08-11 03:45:11
